a,b,c,d,e,f,g,h,predict
0.9341721450853901,-1.688275310942144,-0.43195380254711346,1.2441925122657844,-0.39333422279703534,0.7076827057291522,-0.45012578594344127,1.2495888883550146,0
2.591323335475838,-1.5225906053847198,2.8035159650353156,1.0796754300900107,0.06608263156985816,1.624140409304387,0.8755497824836499,-1.3377300457305965,0
2.915062745855697,-2.9522498373728494,3.8169538441500452,-1.011543168450387,-0.5404073479131788,-1.3744950613778562,4.371742171969543,0.5134014157455943,0
-0.5561857677551516,1.864774568667504,2.1811077402458716,2.1892031243307883,-2.9704564869476804,1.605445614175135,0.023588339303086337,-1.017757244725497,0
-0.09238800297602512,-0.8013221329910342,0.3593727207240963,-0.015058500540082287,-1.302859698256239,0.9088455356084009,0.6078782020999067,0.24643615751721484,0
-2.3633592582913425,1.1254425621777981,2.1369799663203413,0.16303354661578917,-1.3896504932889364,0.4809592874649704,1.7902376021202826,-2.753042111935341,0
0.6826670646426984,-1.1127033231625654,0.997044819347532,-0.17641108172806685,-2.3483433091328734,-0.3660096587096915,1.802724568361991,1.9140613271991695,0
2.918413826326269,-1.996134936271968,0.3854286577758612,2.3309387492514255,0.8834877290793759,3.230922890766318,-2.066086321338859,-0.5853643324320991,0
0.5053552916922308,0.6287651686204496,-0.11681018086490202,1.6474879134787113,-3.3710607959795627,2.075942121279411,-1.2661981766293027,1.8189947790935166,0
0.840523348215084,-1.4788660819554724,1.6040710017012545,0.19295400134738394,-0.8533071403577625,-0.3429421011108831,1.885660835395329,0.39894788461044184,0
-2.155420511724233,1.5820915776103917,1.0023888938458798,1.3243246477220123,-1.2805522217651517,2.1877023875957944,-0.4871443713153493,-2.827481691234505,0
1.1375676217046031,-2.524510375535561,2.0852456395573817,0.16573406256031853,1.969610478936913,0.20003341056876767,1.8023159508098512,-2.2113004474933455,0
-2.3855872027740803,-0.7818386332875945,-0.2912909295021189,-1.0226062633065975,-0.04992049040392521,0.10049188347335991,1.2742368700463336,-1.3065717447487561,0
-2.095372529772132,1.5767693672940437,-0.3010162630668398,0.9955844383923912,-2.0474194905672345,2.9089706511729423,-1.447341292399169,-1.5649334276932687,0
0.8445145958303293,-2.6724589876212765,-0.653155763055689,-1.044076753443039,-1.521891223110574,-0.724870932506956,1.6096445826569485,3.188744429963973,0
1.4723940582619999,-2.2708122442441097,-0.5491010638860987,1.454270619503498,0.7268408790371976,1.481299742322146,-1.0690913136095164,0.44618186355946327,0
2.9876386554416867,-1.3110642132120867,-0.5766020322982177,3.566821913375134,-1.0246192852726483,2.7265583154832287,-2.9481949692702973,2.072662676071248,0
1.6753719291565168,-2.0975296279272326,0.2902938318311805,0.4184477510296636,-1.2015447149881462,0.423975779755254,0.6535214531120898,1.9770483973915367,0
0.07992298767537642,-0.8906248240535292,0.6530771267203412,1.069192514262706,-0.5540471120679313,0.407975717484262,0.4381169072740856,-0.06828773287839306,0
1.4538063914331814,-0.17832470840612125,2.2923982893642623,2.211976951572927,-1.3792886416894596,1.1001539536653302,0.31698238013427776,-0.3461693854072386,0
-0.25599235072027904,0.6081908230551758,0.6410240484396246,1.2833470331199512,-2.5991997844445955,1.6989415128816208,-0.3505890036156032,0.27648843575675014,0
2.3786778129099906,-1.448467457393572,-0.20626593206549182,1.694671014917187,-3.297096204933537,-0.1556673822633019,-0.013782614697528483,4.87559380266567,0
-1.1668303238079893,0.8792755858023096,2.2203426500820407,0.37257725662586594,-3.8593617519137093,-1.5643094220212874,2.9189944061187107,1.297453983134868,0
2.4693247947390646,-1.6612330797869044,-0.2257999299933644,2.6600405519799306,-1.1481931469653115,1.4334362746171956,-1.4571305902310343,2.3451750961341786,0
2.175808885578437,0.18770812823042493,0.7363020723736338,4.095978841098794,-2.4145445099981155,1.859337590298771,-2.0060066591089716,1.8560826179583694,0
-0.4315131465522115,0.8672505742909253,2.2477137277759933,0.9540640588071208,-2.179064241893819,1.042564726586088,1.0412891855304787,-1.176077341074583,0
0.015658013792277825,0.9482426989423312,0.7786344436562385,2.255422744020591,-1.930573422865392,2.394425690005951,-1.3073452663276692,-0.6194763450408706,0
0.8434785178074371,-0.9591863417655375,1.7891434419256302,1.600259461584173,0.5203742921393475,1.2242300428715607,0.2763598637816951,-1.8293280740374807,0
1.793510594709283,-3.1241125075737637,-0.3345478332100169,-0.13041837359133757,0.034775095307489456,-0.0652282991113986,0.7963498249470411,2.0474574467876123,0
0.9996154342200972,0.14073333893204176,0.834104489480263,1.886863297403277,-1.6494831737033562,2.7100472738220356,-1.2334005078327277,-0.31336619552292394,0
2.110875115496713,-1.6259040339063282,3.2145263099450387,-0.33221844563257474,-2.543047494793017,-1.4608226750224542,3.7683392392716617,1.9413551091754155,0
0.33513183638086275,-0.3982381686647616,-0.49651635908368297,0.6045856960844946,-2.9793643097524876,0.8848682194138573,-0.18866249069212995,2.5722375551374097,0
2.685652968101701,-4.058882979852215,0.4426329202216087,0.05195836204232129,0.9627189695264076,-1.076419293360237,1.6766104439377898,2.075095685662297,0
-0.7060884100606586,0.11555739477927274,0.006048207597231348,-0.07494165487055282,-0.7394987807029911,3.6214823547942507,-1.1279563298984119,-2.201503734496183,0
-1.2935357042835767,2.26029147990667,1.6761614112126948,2.9298433739842875,-0.5508604374363963,4.153915651368919,-2.1822874131137606,-4.643847800243091,0
1.2334481408711677,-1.3827395058114171,0.35561948725259673,1.4634644034348134,-0.45862237597973454,1.4069317630994809,-0.47894185924569843,0.3617477179310824,0
0.27127591890312697,0.8051451714963413,0.32339963050924725,2.3149131652647394,-3.1519993306084038,1.4976300213317502,-1.0238466757515658,1.5026966864691795,0
-0.38141219796809245,-0.33369297145644017,2.2948588531138023,-0.7151049099221152,-0.8169951056850002,1.141844756227864,1.9300253261240934,-2.2364947470828307,0
-1.695654009752439,3.3123087902955755,1.3030936264973407,2.805949212542328,-4.402654818631742,2.828113891327935,-1.378676877986722,-0.8915995763457035,0
2.1518622199087107,-1.104030378331933,0.5975720827869001,2.060999314096436,-0.5713018866867903,2.3726415300693944,-1.3254863037815305,0.24586797957114156,0
0.15329610543198324,-0.47705719634735133,0.7645351736549723,0.49364819514233915,-2.078791369411066,0.33146848455159894,0.8868472213510071,1.0338631321683547,0
3.614579352257197,-4.277655623756073,-1.3463392598715624,2.2070658432553674,2.4308786395925437,1.8817297271705364,-2.167492656013808,1.3511001451427183,0
0.730178282902202,-0.3435264693976101,2.887202074223628,0.17856378992510558,-0.7958260221404588,1.5007009769970856,1.5262958767820634,-2.165522379560558,0
0.8226987479239649,-2.260851238742032,-0.05687505784347824,-0.1008493598551432,0.10928057772232691,0.8704819797977869,0.46447078025445,0.3621622984380982,0
0.6438710407092039,0.021783602429753746,1.3777670180241086,3.2905068681426264,0.5107307327525796,2.6753806607421655,-1.674196526347184,-2.58049011294664,0
1.7158233558395066,-1.0637854416543082,2.125949373099173,0.5502771583957146,-1.8156828560635785,0.3730804039574104,1.5742827543332327,0.812853687758917,0
1.9733885114029444,-1.4371948354375268,2.0437170456710847,0.8938124940551577,-1.7843867208535604,-0.5137015759616339,1.8456990637481383,1.682052497799631,0
2.244617814658791,-1.438695266678129,0.8833901390922889,0.43669517518137,-2.0346774904903597,1.561431436544591,0.29519482881738673,1.6884633170616048,0
0.8097511123116277,-0.4267155571219089,2.2199961176873764,0.5335553565419648,-1.0006390888071346,1.3089786962544367,1.049957331520065,-1.228580838131595,0
-1.0652730825986882,-0.3955148272781388,0.4179530481592739,0.6083367655051899,-1.2132428541327682,-0.3195641749320761,1.005995948070711,0.2251966457192938,0
-1.6196173494166088,1.9319521736397163,0.34738331933023225,0.8276628995660881,-3.212763538986586,2.7677757724952103,-0.9153209666052307,-0.8481569234232162,0
0.6805318550074033,-0.8865714488155441,1.669612086562919,1.635442649808716,1.2612239682803854,2.080801193142716,-0.328567525933465,-2.980561471307541,0
1.6768642264237372,-2.6830872166945756,-0.7872050674082511,0.6115954533675115,-1.2179603664691028,-0.7642849132587946,0.5796358000537548,3.763574662189606,0
2.5493584819752124,-1.8503800261671763,2.555858532537381,1.3918148218935416,0.045184472994554525,0.42461889764743066,1.2509036115775825,-0.3015221717971108,0
-1.3183696134774685,1.3087054559467703,2.4717534467191946,1.1047023026359262,-0.6118180749690028,2.328731061861574,0.3234489233232229,-4.08656872405932,0
-0.8282608106946339,0.09195379491641553,1.7367100750249371,-0.1790132893127523,-0.6405195299320168,1.8017453486537245,0.9424482069276973,-2.663130852852718,0
-0.7641435085004866,-0.5249935896345284,1.1131148771835755,-0.2006329852912241,-1.0708753382504876,0.31077412833118256,1.4926709506733447,-0.7033515989735595,0
0.5595962698487531,0.6365377191707706,0.10798442436589728,2.735563722326522,-3.2567201668893255,1.3470648209958662,-1.2606162509998622,2.1156710254307223,0
-0.5277581440026551,0.7920371860955326,0.022770974883256856,2.331632707847001,-1.4721167156193058,2.3760669460244284,-1.7334142740047134,-0.6700183647749647,0
0.49415958340846833,-1.559868496454524,1.0033047731433222,-1.10505832377825,-2.757929203182246,-1.8172770742789632,3.126630734742427,3.0388362404893123,0
-2.1284419188007506,1.2810372853127574,1.0842256790260314,0.720055226606584,-1.9096248519971386,0.8410273194094341,0.6365418320806611,-1.5156425444313344,0
0.27316119741368183,0.4652341793335033,0.35352108775957114,1.7476167167536518,-2.9235202359270263,1.5765476903686166,-0.7059039643594117,1.2663913084692537,0
0.44498335751215135,-0.0473333701149814,1.5624227780251614,1.1390919274686975,-1.613844806727203,1.2722081276015265,0.4266733347833662,-0.4339705984013819,0
-1.3006495261738418,-0.2699350174683852,5.0382438309079225,-0.19800651018130488,1.152791126076154,-1.1706966306369817,4.486092330761897,-5.227297997948625,0
3.262194579738673,-3.1611608022339266,-0.6303971382845173,1.052036235806702,0.27102631896869434,1.5870627292353703,-1.039840362783863,2.1372891712567066,0
4.136562852332296,-3.915576776160885,-0.2748374777868141,1.4504868411387108,1.7396461008070427,2.3128713612908034,-1.467384603488263,0.9604371314610891,0
-0.19502734992763493,-0.2246941566856009,2.935675454736728,-0.22367434520663076,-0.1269968402294407,1.4963793710950117,1.7949680759281659,-3.405546190950964,0
0.37236565137858957,-1.1696012085022958,-1.0269924633624181,0.05834756099264726,-2.4858627372185014,0.5930002372219003,0.008392555167077705,2.9311716123969505,0
1.278363214659137,0.25235389362852656,2.287018966017752,1.8761395004500194,-2.177404620567033,1.2529559212744177,0.4011814285153999,-0.02197153526741425,0
0.43242635067251833,-2.6406782009025864,0.8571469999716659,-0.5415145618651855,2.0160868032394372,0.6173790273403144,1.2745707817581324,-1.9869118139920627,0
-3.5578936550960165,3.3120920347433147,1.9693001948314603,-0.17188357108898256,-4.063429751356672,1.6136830351286362,1.234804873592524,-2.4154989627833516,0
1.8560207702645164,-0.9229278698658459,1.6722147313116242,1.6247708976117154,-3.163774729316469,-1.0293987650900558,1.609383520171487,3.300838168888923,0
2.332608536656676,-0.28945852515411385,-0.4857602044719054,3.6893616576683477,-1.4341535811408628,3.545612882199803,-3.4694240372464535,1.1922273173751146,0
2.6188584842856004,-0.24931605778333155,1.438774110715734,3.4890058427659776,0.23184497725144104,4.593302632642258,-2.91674323208503,-2.2386306143460226,0
1.0034647122556106,-2.38129471516236,-0.528789267186587,1.0791643104676532,-0.083410260637233,-0.6731992640195901,0.35888836738892893,2.1156724867616084,0
0.9659880960667073,-0.25007111764125833,2.107746311898092,1.8891299064797389,-1.3638793067453845,0.8674535990016512,0.5852139476275973,-0.3935358993050637,0
4.574686027061636,-5.388651556628521,-0.09029967278407258,-0.6190950509742625,-0.4349694217660466,-1.8368720636101692,2.234312178757358,5.568199010995267,2
1.1995565512359718,-2.000994562380022,-1.2523100222837753,1.3284354389008257,-0.6069342683639809,0.7455358065993932,-0.9733636522673518,2.3222044628204657,0
0.3768702811938708,-0.20023264043821798,1.2355934486370352,0.7394853958134973,-1.621821747203819,1.424390992668003,0.37613899572238,-0.29773151326440106,0
-1.7800018369360053,1.5669098698609107,2.5691648187809113,-0.24659674089449424,-2.072320988390035,1.9627925926486123,1.403162049676623,-3.227421157960602,0
0.33741297010843296,-0.28711709045280287,2.488168693518304,0.673871248674279,-1.0408769232203343,0.7488037462843875,1.510423965326015,-1.3971179094093313,0
0.18375460018424372,-3.284192674264416,-1.0582711262936262,-0.6734591300282509,3.416582412878024,2.2554216052774296,-0.6617669978497192,-2.595519822091561,0
1.685172541197172,-1.569189996438565,-0.38777185792172975,0.7086859325064852,1.0129437247265325,4.689239291939174,-2.4673255256418987,-1.9840640945633772,0
